1;1;6;11;14;2022-10-09;2022-10-09
2;2;2;16;19;2022-10-09;2022-10-09
3;3;5;8;11;2022-10-09;2022-10-09
4;4;2;8;9;2022-10-09;2022-10-09
5;5;2;15;17;2022-10-09;2022-10-09
6;5;4;15;17;2022-10-09;2022-10-09
7;6;3;10;12;2022-10-09;2022-10-09
8;6;5;10;12;2022-10-09;2022-10-09
9;7;2;11;13;2022-10-09;2022-10-09
10;7;4;11;13;2022-10-09;2022-10-09
11;8;2;9;11;2022-10-09;2022-10-09
12;8;4;9;11;2022-10-09;2022-10-09
13;9;5;17;19;2022-10-09;2022-10-09
14;10;6;7;8;2022-10-09;2022-10-09
15;11;3;8;9;2022-10-09;2022-10-09
16;12;3;9;11;2022-10-09;2022-10-09
17;13;2;20;21;2022-10-09;2022-10-09
18;14;6;14;15;2022-10-09;2022-10-09
19;15;4;16;18;2022-10-09;2022-10-09
20;16;3;7;8;2022-10-09;2022-10-09
21;17;1;9;11;2022-10-09;2022-10-09
22;17;3;9;11;2022-10-09;2022-10-09
23;18;1;9;12;2022-10-09;2022-10-09
24;19;6;10;13;2022-10-09;2022-10-09
25;20;2;15;18;2022-10-09;2022-10-09
26;21;1;14;17;2022-10-09;2022-10-09
27;22;1;11;13;2022-10-09;2022-10-09
28;23;5;9;11;2022-10-09;2022-10-09
29;24;6;14;15;2022-10-09;2022-10-09
30;25;5;7;8;2022-10-09;2022-10-09
31;26;2;9;11;2022-10-09;2022-10-09
32;26;4;9;11;2022-10-09;2022-10-09
33;27;3;16;19;2022-10-09;2022-10-09
34;28;6;7;9;2022-10-09;2022-10-09
35;29;4;10;12;2022-10-09;2022-10-09
36;29;6;10;12;2022-10-09;2022-10-09
37;30;6;15;17;2022-10-09;2022-10-09
38;31;1;11;14;2022-10-09;2022-10-09
39;32;6;11;14;2022-10-09;2022-10-09
40;33;6;15;16;2022-10-09;2022-10-09
41;34;6;16;18;2022-10-09;2022-10-09
42;34;4;16;18;2022-10-09;2022-10-09
43;35;3;15;17;2022-10-09;2022-10-09
44;36;5;10;11;2022-10-09;2022-10-09
45;37;4;19;21;2022-10-09;2022-10-09
46;37;6;19;21;2022-10-09;2022-10-09
47;38;1;14;16;2022-10-09;2022-10-09
48;39;1;16;18;2022-10-09;2022-10-09
49;40;5;14;15;2022-10-09;2022-10-09
50;41;3;20;22;2022-10-09;2022-10-09
51;42;6;11;12;2022-10-09;2022-10-09
52;43;6;11;13;2022-10-09;2022-10-09
53;43;4;11;13;2022-10-09;2022-10-09
54;44;6;7;9;2022-10-09;2022-10-09
55;44;4;7;9;2022-10-09;2022-10-09
56;45;6;10;11;2022-10-09;2022-10-09
57;46;6;11;12;2022-10-09;2022-10-09
58;47;1;8;10;2022-10-09;2022-10-09
59;47;3;8;10;2022-10-09;2022-10-09
60;48;4;11;12;2022-10-09;2022-10-09
61;49;4;15;18;2022-10-09;2022-10-09
62;50;5;19;21;2022-10-09;2022-10-09
63;50;3;19;21;2022-10-09;2022-10-09
64;51;1;19;21;2022-10-09;2022-10-09
65;52;3;15;17;2022-10-09;2022-10-09
66;53;3;8;10;2022-10-09;2022-10-09
67;54;6;7;8;2022-10-09;2022-10-09
68;55;2;8;10;2022-10-09;2022-10-09
69;56;1;16;17;2022-10-09;2022-10-09
70;57;6;16;18;2022-10-09;2022-10-09
71;57;4;16;18;2022-10-09;2022-10-09
72;58;4;11;14;2022-10-09;2022-10-09
73;59;6;10;12;2022-10-09;2022-10-09
74;60;4;8;10;2022-10-09;2022-10-09
75;61;3;18;20;2022-10-09;2022-10-09
76;62;2;20;22;2022-10-09;2022-10-09
77;62;4;20;22;2022-10-09;2022-10-09
78;63;2;7;10;2022-10-09;2022-10-09
79;64;3;18;21;2022-10-09;2022-10-09
80;65;1;15;17;2022-10-09;2022-10-09
81;66;1;10;12;2022-10-09;2022-10-09
82;66;3;10;12;2022-10-09;2022-10-09
83;67;4;19;22;2022-10-09;2022-10-09
84;68;1;9;11;2022-10-09;2022-10-09
85;68;3;9;11;2022-10-09;2022-10-09
86;69;6;14;17;2022-10-09;2022-10-09
87;70;3;15;17;2022-10-09;2022-10-09
88;71;6;9;12;2022-10-09;2022-10-09
89;72;3;7;9;2022-10-09;2022-10-09
90;72;5;7;9;2022-10-09;2022-10-09
91;73;2;10;12;2022-10-09;2022-10-09
92;73;4;10;12;2022-10-09;2022-10-09
93;74;6;16;19;2022-10-09;2022-10-09
94;75;5;10;12;2022-10-09;2022-10-09
95;75;3;10;12;2022-10-09;2022-10-09
96;76;2;10;13;2022-10-09;2022-10-09
97;77;3;18;19;2022-10-09;2022-10-09
98;78;6;14;16;2022-10-09;2022-10-09
99;78;4;14;16;2022-10-09;2022-10-09
100;79;4;16;18;2022-10-09;2022-10-09
101;80;2;14;16;2022-10-09;2022-10-09
102;81;3;19;20;2022-10-09;2022-10-09
103;82;6;15;18;2022-10-09;2022-10-09
104;83;3;20;22;2022-10-09;2022-10-09
105;83;5;20;22;2022-10-09;2022-10-09
106;84;5;7;9;2022-10-09;2022-10-09
107;84;3;7;9;2022-10-09;2022-10-09
108;85;5;15;17;2022-10-09;2022-10-09
109;85;3;15;17;2022-10-09;2022-10-09
110;86;2;11;12;2022-10-09;2022-10-09
111;87;5;11;12;2022-10-09;2022-10-09
112;88;5;10;12;2022-10-09;2022-10-09
113;89;5;18;20;2022-10-09;2022-10-09
114;89;3;18;20;2022-10-09;2022-10-09
115;90;3;19;21;2022-10-09;2022-10-09
116;91;2;8;11;2022-10-09;2022-10-09
117;92;3;11;13;2022-10-09;2022-10-09
118;92;5;11;13;2022-10-09;2022-10-09
119;93;3;7;8;2022-10-09;2022-10-09
120;94;2;11;13;2022-10-09;2022-10-09
121;95;4;19;22;2022-10-09;2022-10-09
122;96;4;11;14;2022-10-09;2022-10-09
123;97;1;14;16;2022-10-09;2022-10-09
124;98;6;9;11;2022-10-09;2022-10-09
125;99;6;15;16;2022-10-09;2022-10-09
126;100;5;20;22;2022-10-09;2022-10-09
127;100;3;20;22;2022-10-09;2022-10-09
128;101;6;10;12;2022-10-09;2022-10-09
129;102;3;11;12;2022-10-09;2022-10-09
130;103;1;18;20;2022-10-09;2022-10-09
131;104;6;8;9;2022-10-09;2022-10-09
132;105;5;14;15;2022-10-09;2022-10-09
133;106;1;14;16;2022-10-09;2022-10-09
134;106;3;14;16;2022-10-09;2022-10-09
135;107;5;11;13;2022-10-09;2022-10-09
136;108;6;9;11;2022-10-09;2022-10-09
137;109;3;15;17;2022-10-09;2022-10-09
138;109;5;15;17;2022-10-09;2022-10-09
139;110;4;19;20;2022-10-09;2022-10-09
140;111;5;16;18;2022-10-09;2022-10-09
141;111;3;16;18;2022-10-09;2022-10-09
142;112;1;14;16;2022-10-09;2022-10-09
143;112;3;14;16;2022-10-09;2022-10-09
144;113;5;11;14;2022-10-09;2022-10-09
145;114;4;9;12;2022-10-09;2022-10-09
146;115;3;14;15;2022-10-09;2022-10-09
147;116;6;8;10;2022-10-09;2022-10-09
148;116;4;8;10;2022-10-09;2022-10-09
149;117;3;8;9;2022-10-09;2022-10-09
150;118;1;10;13;2022-10-09;2022-10-09
151;119;3;8;11;2022-10-09;2022-10-09
152;120;3;14;16;2022-10-09;2022-10-09
153;120;5;14;16;2022-10-09;2022-10-09
154;121;5;9;12;2022-10-09;2022-10-09
155;122;4;15;17;2022-10-09;2022-10-09
156;122;6;15;17;2022-10-09;2022-10-09
157;123;5;14;16;2022-10-09;2022-10-09
158;123;3;14;16;2022-10-09;2022-10-09
159;124;2;11;12;2022-10-09;2022-10-09
160;125;5;7;10;2022-10-09;2022-10-09
161;126;6;16;19;2022-10-09;2022-10-09
162;127;3;11;12;2022-10-09;2022-10-09
163;128;3;20;22;2022-10-09;2022-10-09
164;128;5;20;22;2022-10-09;2022-10-09
165;129;2;8;9;2022-10-09;2022-10-09
166;130;6;15;16;2022-10-09;2022-10-09
167;131;5;11;13;2022-10-09;2022-10-09
168;131;3;11;13;2022-10-09;2022-10-09
169;132;6;14;15;2022-10-09;2022-10-09
170;133;2;8;10;2022-10-09;2022-10-09
171;133;4;8;10;2022-10-09;2022-10-09
172;134;1;17;19;2022-10-09;2022-10-09
173;135;6;8;10;2022-10-09;2022-10-09
174;135;4;8;10;2022-10-09;2022-10-09
175;136;4;14;15;2022-10-09;2022-10-09
176;137;6;11;12;2022-10-09;2022-10-09
177;138;4;17;20;2022-10-09;2022-10-09
178;139;5;7;8;2022-10-09;2022-10-09
179;140;1;17;19;2022-10-09;2022-10-09
180;140;3;17;19;2022-10-09;2022-10-09
181;141;6;9;11;2022-10-09;2022-10-09
182;142;1;14;15;2022-10-09;2022-10-09
183;143;3;17;20;2022-10-09;2022-10-09
184;144;1;10;12;2022-10-09;2022-10-09
185;144;3;10;12;2022-10-09;2022-10-09
186;145;5;8;11;2022-10-09;2022-10-09
187;146;2;10;13;2022-10-09;2022-10-09
188;147;4;15;17;2022-10-09;2022-10-09
189;148;6;9;12;2022-10-09;2022-10-09
190;149;4;17;18;2022-10-09;2022-10-09
191;150;4;18;20;2022-10-09;2022-10-09
192;151;6;16;18;2022-10-09;2022-10-09
193;152;1;8;10;2022-10-09;2022-10-09
194;153;2;8;10;2022-10-09;2022-10-09
195;154;5;16;18;2022-10-09;2022-10-09
196;155;6;16;18;2022-10-09;2022-10-09
197;155;4;16;18;2022-10-09;2022-10-09
198;156;2;10;12;2022-10-09;2022-10-09
199;156;4;10;12;2022-10-09;2022-10-09
200;157;2;19;21;2022-10-09;2022-10-09
201;157;4;19;21;2022-10-09;2022-10-09
202;158;3;18;20;2022-10-09;2022-10-09
203;158;5;18;20;2022-10-09;2022-10-09
204;159;4;20;21;2022-10-09;2022-10-09
205;160;4;20;21;2022-10-09;2022-10-09
206;161;5;7;10;2022-10-09;2022-10-09
207;162;4;7;9;2022-10-09;2022-10-09
208;162;6;7;9;2022-10-09;2022-10-09
209;163;3;9;12;2022-10-09;2022-10-09
210;164;4;19;22;2022-10-09;2022-10-09
211;165;1;20;21;2022-10-09;2022-10-09
212;166;3;20;21;2022-10-09;2022-10-09
213;167;1;18;20;2022-10-09;2022-10-09
214;167;3;18;20;2022-10-09;2022-10-09
215;168;4;7;8;2022-10-09;2022-10-09
216;169;1;15;16;2022-10-09;2022-10-09
217;170;2;7;9;2022-10-09;2022-10-09
218;170;4;7;9;2022-10-09;2022-10-09
219;171;4;8;10;2022-10-09;2022-10-09
220;172;3;19;22;2022-10-09;2022-10-09
221;173;3;17;20;2022-10-09;2022-10-09
222;174;5;8;9;2022-10-09;2022-10-09
223;175;3;16;18;2022-10-09;2022-10-09
224;176;6;15;16;2022-10-09;2022-10-09
225;177;1;11;14;2022-10-09;2022-10-09
226;178;3;14;16;2022-10-09;2022-10-09
227;178;5;14;16;2022-10-09;2022-10-09
228;179;4;10;13;2022-10-09;2022-10-09
229;180;4;9;12;2022-10-09;2022-10-09
230;181;3;9;10;2022-10-09;2022-10-09
231;182;5;17;18;2022-10-09;2022-10-09
232;183;2;9;11;2022-10-09;2022-10-09
233;184;5;14;17;2022-10-09;2022-10-09
234;185;6;15;18;2022-10-09;2022-10-09
235;186;1;10;11;2022-10-09;2022-10-09
236;187;3;9;10;2022-10-09;2022-10-09
237;188;6;9;10;2022-10-09;2022-10-09
238;189;3;17;20;2022-10-09;2022-10-09
239;190;2;7;9;2022-10-09;2022-10-09
240;190;4;7;9;2022-10-09;2022-10-09
241;191;1;11;13;2022-10-09;2022-10-09
242;191;3;11;13;2022-10-09;2022-10-09
243;192;6;7;9;2022-10-09;2022-10-09
244;193;6;10;12;2022-10-09;2022-10-09
245;194;4;7;9;2022-10-09;2022-10-09
246;194;6;7;9;2022-10-09;2022-10-09
247;195;6;15;17;2022-10-09;2022-10-09
248;195;4;15;17;2022-10-09;2022-10-09
249;196;6;11;14;2022-10-09;2022-10-09
250;197;2;10;12;2022-10-09;2022-10-09
251;197;4;10;12;2022-10-09;2022-10-09
252;198;1;17;20;2022-10-09;2022-10-09
253;199;5;15;18;2022-10-09;2022-10-09
254;200;4;7;9;2022-10-09;2022-10-09
255;201;3;19;22;2022-10-09;2022-10-09
256;202;4;7;10;2022-10-09;2022-10-09
257;203;1;18;20;2022-10-09;2022-10-09
258;203;3;18;20;2022-10-09;2022-10-09
259;204;1;16;18;2022-10-09;2022-10-09
260;204;3;16;18;2022-10-09;2022-10-09
261;205;1;11;14;2022-10-09;2022-10-09
262;206;3;8;11;2022-10-09;2022-10-09
263;207;1;9;10;2022-10-09;2022-10-09
264;208;2;16;18;2022-10-09;2022-10-09
265;208;4;16;18;2022-10-09;2022-10-09
266;209;6;15;16;2022-10-09;2022-10-09
267;210;1;19;20;2022-10-09;2022-10-09
268;211;4;16;19;2022-10-09;2022-10-09
269;212;1;16;19;2022-10-09;2022-10-09
270;213;6;9;11;2022-10-09;2022-10-09
271;214;2;11;13;2022-10-09;2022-10-09
272;215;5;9;11;2022-10-09;2022-10-09
273;216;1;8;10;2022-10-09;2022-10-09
274;216;3;8;10;2022-10-09;2022-10-09
275;217;2;14;15;2022-10-09;2022-10-09
276;218;4;11;13;2022-10-09;2022-10-09
277;218;6;11;13;2022-10-09;2022-10-09
278;219;4;8;9;2022-10-09;2022-10-09
279;220;1;14;15;2022-10-09;2022-10-09
280;221;2;17;20;2022-10-09;2022-10-09
281;222;2;9;11;2022-10-09;2022-10-09
282;223;3;16;18;2022-10-09;2022-10-09
283;224;6;9;10;2022-10-09;2022-10-09
284;225;4;9;11;2022-10-09;2022-10-09
285;225;6;9;11;2022-10-09;2022-10-09
286;226;1;9;11;2022-10-09;2022-10-09
287;226;3;9;11;2022-10-09;2022-10-09
288;227;2;18;19;2022-10-09;2022-10-09
289;228;1;11;12;2022-10-09;2022-10-09
290;229;4;8;11;2022-10-09;2022-10-09
291;230;2;8;10;2022-10-09;2022-10-09
292;230;4;8;10;2022-10-09;2022-10-09
293;231;6;16;18;2022-10-09;2022-10-09
294;231;4;16;18;2022-10-09;2022-10-09
295;232;5;15;16;2022-10-09;2022-10-09
296;233;4;20;22;2022-10-09;2022-10-09
297;233;6;20;22;2022-10-09;2022-10-09
298;234;5;14;15;2022-10-09;2022-10-09
299;235;5;11;13;2022-10-09;2022-10-09
300;236;6;15;17;2022-10-09;2022-10-09
301;236;4;15;17;2022-10-09;2022-10-09
302;237;2;18;21;2022-10-09;2022-10-09
303;238;2;11;13;2022-10-09;2022-10-09
304;238;4;11;13;2022-10-09;2022-10-09
305;239;1;17;18;2022-10-09;2022-10-09
306;240;3;7;10;2022-10-09;2022-10-09
307;241;5;19;21;2022-10-09;2022-10-09
308;241;3;19;21;2022-10-09;2022-10-09
309;242;3;9;11;2022-10-09;2022-10-09
310;242;5;9;11;2022-10-09;2022-10-09
311;243;1;17;20;2022-10-09;2022-10-09
312;244;5;8;11;2022-10-09;2022-10-09
313;245;1;18;20;2022-10-09;2022-10-09
314;246;4;7;9;2022-10-09;2022-10-09
315;247;1;16;17;2022-10-09;2022-10-09
316;248;3;18;21;2022-10-09;2022-10-09
317;249;3;19;20;2022-10-09;2022-10-09
318;250;2;7;8;2022-10-09;2022-10-09
319;251;5;16;17;2022-10-09;2022-10-09
320;252;4;11;14;2022-10-09;2022-10-09
321;253;5;16;18;2022-10-09;2022-10-09
322;253;3;16;18;2022-10-09;2022-10-09
323;254;3;7;8;2022-10-09;2022-10-09
324;255;2;7;9;2022-10-09;2022-10-09
325;255;4;7;9;2022-10-09;2022-10-09
326;256;1;16;17;2022-10-09;2022-10-09
327;257;1;9;12;2022-10-09;2022-10-09
328;258;5;14;15;2022-10-09;2022-10-09
329;259;4;7;9;2022-10-09;2022-10-09
330;259;6;7;9;2022-10-09;2022-10-09
331;260;5;20;22;2022-10-09;2022-10-09
332;260;3;20;22;2022-10-09;2022-10-09
333;261;3;11;13;2022-10-09;2022-10-09
