1;1;4;14;16;2022-10-09;2022-10-09
2;2;3;10;13;2022-10-09;2022-10-09
3;3;6;7;9;2022-10-09;2022-10-09
4;3;4;7;9;2022-10-09;2022-10-09
5;4;5;18;20;2022-10-09;2022-10-09
6;4;3;18;20;2022-10-09;2022-10-09
7;5;1;16;19;2022-10-09;2022-10-09
8;6;4;8;10;2022-10-09;2022-10-09
9;6;6;8;10;2022-10-09;2022-10-09
10;7;6;14;16;2022-10-09;2022-10-09
11;7;4;14;16;2022-10-09;2022-10-09
12;8;1;19;21;2022-10-09;2022-10-09
13;9;2;10;13;2022-10-09;2022-10-09
14;10;3;9;11;2022-10-09;2022-10-09
15;11;6;8;10;2022-10-09;2022-10-09
16;11;4;8;10;2022-10-09;2022-10-09
17;12;4;18;19;2022-10-09;2022-10-09
18;13;6;9;10;2022-10-09;2022-10-09
19;14;2;8;9;2022-10-09;2022-10-09
20;15;5;14;16;2022-10-09;2022-10-09
21;16;1;9;10;2022-10-09;2022-10-09
22;17;6;10;12;2022-10-09;2022-10-09
23;17;4;10;12;2022-10-09;2022-10-09
24;18;1;17;19;2022-10-09;2022-10-09
25;18;3;17;19;2022-10-09;2022-10-09
26;19;4;10;12;2022-10-09;2022-10-09
27;20;2;16;18;2022-10-09;2022-10-09
28;21;1;17;19;2022-10-09;2022-10-09
29;21;3;17;19;2022-10-09;2022-10-09
30;22;3;15;17;2022-10-09;2022-10-09
31;22;5;15;17;2022-10-09;2022-10-09
32;23;3;17;19;2022-10-09;2022-10-09
33;24;6;14;17;2022-10-09;2022-10-09
34;25;6;16;17;2022-10-09;2022-10-09
35;26;6;16;19;2022-10-09;2022-10-09
36;27;5;11;13;2022-10-09;2022-10-09
37;27;3;11;13;2022-10-09;2022-10-09
38;28;3;18;21;2022-10-09;2022-10-09
39;29;5;18;20;2022-10-09;2022-10-09
40;29;3;18;20;2022-10-09;2022-10-09
41;30;3;7;10;2022-10-09;2022-10-09
42;31;5;17;19;2022-10-09;2022-10-09
43;31;3;17;19;2022-10-09;2022-10-09
44;32;4;14;16;2022-10-09;2022-10-09
45;33;4;14;15;2022-10-09;2022-10-09
46;34;2;16;18;2022-10-09;2022-10-09
47;34;4;16;18;2022-10-09;2022-10-09
48;35;3;14;16;2022-10-09;2022-10-09
49;35;5;14;16;2022-10-09;2022-10-09
50;36;4;11;12;2022-10-09;2022-10-09
51;37;1;11;14;2022-10-09;2022-10-09
52;38;4;8;10;2022-10-09;2022-10-09
53;39;3;15;16;2022-10-09;2022-10-09
54;40;1;17;18;2022-10-09;2022-10-09
55;41;4;16;18;2022-10-09;2022-10-09
56;42;1;16;17;2022-10-09;2022-10-09
57;43;4;17;19;2022-10-09;2022-10-09
58;43;6;17;19;2022-10-09;2022-10-09
59;44;1;11;13;2022-10-09;2022-10-09
60;44;3;11;13;2022-10-09;2022-10-09
61;45;6;9;12;2022-10-09;2022-10-09
62;46;2;19;20;2022-10-09;2022-10-09
63;47;5;19;22;2022-10-09;2022-10-09
64;48;3;9;10;2022-10-09;2022-10-09
65;49;2;18;19;2022-10-09;2022-10-09
66;50;3;8;10;2022-10-09;2022-10-09
67;50;5;8;10;2022-10-09;2022-10-09
68;51;4;8;10;2022-10-09;2022-10-09
69;52;6;16;17;2022-10-09;2022-10-09
